id,iata,icao,name
1647,D6,ITB,Interbrasil Star S/A
1648,D6,VKA,Intercom Ltd
1649,NULL,VVV,Intercontinental Airlines (Nigeria) Ltd.
1650,RS,ICT,Intercontinental De Aviacion Ltda.
1651,NULL,ITE,"Interestatal De Aviacion, S.A. De C.V."
1652,NULL,IFT,Interflight
1653,NULL,IJT,Interflight (Learjet) Ltd
1654,NULL,DEX,"Interflight, Inc. (Hagerstown, Md)"
1655,NULL,IFF,Interfreight Forwarding Ltd.
1656,NULL,INJ,Interjet
1657,NULL,ITG,Interlace Airlines Limited
1658,NULL,IAL,International Aeradio Plc.
1659,NULL,IAK,International Air Cargo Corporation (Iacc)
1660,NULL,ITC,International Air Carrier Association (Iaca)
1661,NULL,EXX,"International Air Corp. (San Diego, Ca)"
1662,NULL,IAS,"International Air Service Co (Napa, Ca)"
1663,NULL,VGO,International Air Tours Limited
1664,NULL,ATY,International Airports Authority Of India
1665,U5,IBZ,International Business Air
1666,NULL,IBY,"International Business Aircraft, Inc. (Tulsa, Ok)"
1667,NULL,ICX,"International Charter Xpress Ltd Co. (Ypsilanti, Mi)"
1668,NULL,IFX,"International Flight Training Academy  (Bakersfield, Ca)"
1669,F4,IFS,International Flying Services Srl
1670,ITP,ITP,ITP AVIA
1671,NULL,IPT,"Interport Corporation (Portland, Me)"
1672,NULL,IAE,Interstate Airlines Limited
1673,NULL,ITV,"Intervuelo, S.A."
1674,NULL,INV,Inversia
1675,NULL,JPR,"Inversiones Ayacucho S.A. ""Jet Privado"""
1676,NULL,IOA,"Iowa Airways (Alcoa, Tn)"
1677,NULL,IPA,Ipec Aviation Pty. Ltd.
1678,IR,IRC,Iran Asseman Airline
1679,IR,IRA,Iran National Airlines Corp. (Iran Air)
1680,NULL,IRB,Iranair Tours Co.
1681,IA,IAW,Iraqi Airways
1682,NULL,IRL,Irish Air Corps
1683,NULL,RDK,Irish Air Tours
1684,F7,IDF,Iron Dragon-Fly Ltd
1685,NULL,XIA,Irving Oil Ltd (Gander Fbo)
1686,AK,ISC,"Island Air Charters, Inc. (Ft. Lauderdale, Fl)"
1687,AK,XYZ,"Island Air Express (Friday Harbor, Wa)"
1688,4M,IML,Island Air Limited
1689,IS,ISA,"Island Airlines, Inc. (Nantucket, Ma)"
1690,CN,IOM,Island Aviation And Travel Ltd
1691,2S,SDY,"Island Express (Ft. Lauderdale, Fl)"
1692,NULL,MTP,"Island Helicopters, Inc. (Long Island, Ny)"
1693,NULL,IGS,"Isle Grande Flying School (Hato Rey, Pr)"
1694,NULL,ILA,Islena De Aviacion
1695,NULL,ISV,"Islena De Inversiones, S.A."
1696,FW,IOS,Isles Of Scilly Skybus Ltd
1697,NULL,IAI,Israel Aircraft Industries Ltd.
1698,NULL,IAF,Israeli Air-Force
1699,IL,IST,Istanbul Airlines
1700,5W,ITM,Itaperirim Transportes Aereos S.A.
1701,NULL,IVN,Ivan-Air
1702,NULL,IZA,Izhavia
1703,NULL,JAY,J & J Air Charters Ltd
1704,NULL,JDV,J. D. Valenciana De Aviacion
1705,NULL,JCB,J.C. Bamford (Excavators) Ltd.
1706,NULL,RFX,"J.P. Hunt, Inc., Air Carriers (Gentry, Ar)"
1707,NULL,JCK,Jackson Air Services Ltd.
1708,JO,JAW,Jamahiriya Airways
1709,LN,LAA,Jamahiriya Libyan Arab Airlines
1710,NULL,JAK,Jana-Arka
1711,NULL,JAX,"Janair, Inc. (Dallas, Tx)"
1712,NULL,JAZ,"Japan Air Charter Co., Ltd."
1713,3X,JAC,"Japan Air Commuter Co., Ltd."
1714,JD,JAS,Japan Air System Co. Ltd.
1715,NULL,JAP,Japan Photo
1716,NU,JTA,Japan Transocean Air Co. Ltd.
1717,NULL,JST,"Japan Universal System Transport Co., Ltd."
1718,NULL,MDJ,Jaro International S.A.
1719,NULL,JEN,Jenair Limited
1720,NULL,JNY,"Jenney Beechcraft, Inc. (East Bedford, Ma)"
1721,NULL,XLD,"Jepenssen Data Plan, Inc. (San Francisco, Ca)"
1722,JY,JEA,Jersey European Airways
1723,NULL,JES,Jes Air
1724,NULL,INC,"Jet Air Internacional Charters, C.A."
1725,NULL,PJS,"Jet Aviation, Business Jets Ag"
1726,NULL,JAB,Jet Business Airlines
1727,NULL,JCL,Jet Cargo-Liberia
1728,NULL,JCF,"Jet Center Flight Training, S.A."
1729,NULL,DWW,"Jet Courier Service, Inc. (Cincinnati, Oh)"
1730,NULL,JED,"Jet East International (Dallas, Tx)"
1731,NULL,JEX,"Jet Express, Inc. (Atlantic City, Nj)"
1732,J3,CFT,"Jet Freighters, Inc. (Portland, Me)"
1733,NULL,JHL,Jet Heritage Ltd
1734,NULL,JNR,"Jet Norte, S.A. De C.V."
1735,NULL,JRN,"Jet Rent, S.A."
1736,NULL,VIS,"Jet Servisx, S.A. De C.V."
1737,NULL,JTR,Jet-Air Bedarfsflugunternehmen
1738,NULL,JAG,Jetag Ag
1739,NULL,FOX,Jetair Aps
1740,8J,JTL,Jetall Holdings Corp
1741,NULL,JCS,Jetclub Limited
1742,NULL,JCA,Jetcom Sa
1743,NULL,JCP,Jetcopter
1744,NULL,JEF,Jetflite Oy
1745,NULL,JTC,"Jets Corporativos, S.A. De C.V."
1746,NULL,JEJ,"Jets Ejecutivos, S.A."
1747,NULL,JSE,"Jets Y Servicios Ejecutivos, S.A. De C.V."
1748,NULL,JSH,Jetstream Air Ltd
1749,NULL,PWK,Jetstream Aircraft Ltd
1750,NULL,JIA,"Jetstream International Airlines (Erie, Pa)"
1751,NULL,JTN,"Jettrain Corporation (Aliquippa, Pa)"
1752,NULL,JWA,Jetworld Airways Ltd.
1753,NULL,JIB,Jibair
1754,NULL,HKN,"Jim Hankins Air Service, Inc. (Jackson, Ms)"
1755,NULL,RAS,"Jim Ratliff Air Service,Inc. D/B/A Ras (Columbus, Ms)"
1756,NULL,JBR,"Job Air, Ltd"
1757,NULL,JNA,John Nurminen O/Y
1758,NULL,JHN,"Johnson Air, Inc. (Batavia, Ny)"
1759,NULL,JON,Johnsons Air Limited
1760,NULL,JMJ,"Johnston Airways (Chicago, Il)"
1761,NULL,JNT,Jonathan
1762,NULL,WON,Juan Air (1979) Ltd.
1763,NULL,JFS,Juanda Flying School
1764,NULL,DKE,Jubilee Airways Ltd
1765,NULL,JAT,Jugoslovenski Aerotransport (Jat)
1766,NULL,AOC,Jv Avcom
1767,KZ,KDC,K D Air Corporation
1768,NULL,KCE,"K.C. Piper Sales, Inc. (Olathe, Ks)"
1769,NULL,KLH,K.L.M. Helicopter N.V.
1770,KL,KLM,K.L.M. Royal Dutch Airlines
1771,NULL,KDS,"K2 Del Aire, S.A. De C.V."
1772,NULL,QNK,Kabo Air Travels
1773,NULL,KAF,Kafue International Air Services Limited
1774,NULL,KFS,"Kalitta Flying Service, Inc. (Morristown, Tn)"
1775,NULL,KLX,Kalix Air
1776,NULL,KIZ,Kanaf-Arkia Airlines Ltd.
1777,NULL,KHE,Kanfey-Ha'Emek Aviation
1778,NULL,KTI,Kano Transport International Ltd - Kati Air
1779,KR,KAR,Kar-Air O/Y
1780,NULL,KRB,Karibu Air
1781,2L,KLG,Karlog Air A/S
1782,NULL,XKA,"Kavouras, Inc. (Minneapolis, Mn)"
1783,NULL,KAZ,"Kazan Airenterprise ""Tatarstan Airlines"""
1784,NULL,KPH,Kazan Plant Of Helicopters
1785,NULL,KEL,"Kba Kieler Business Air, Kiel"
1786,NULL,JFK,Keenair Charter Ltd
1787,NULL,KFA,Kelowna Flightcraft Air Charter Ltd.
1788,NULL,KDA,Kendell Airlines
1789,4K,KBA,Kenn Borek Air Ltd.
1790,NULL,KAH,Kent Aviation Limited
1791,NULL,KNS,Kenuz Airlines Limited
1792,KQ,KQA,Kenya Airways Ltd.
1793,NULL,KFL,Kenya Flamingo Airways Limited
1794,NULL,KEY,"Key Airlines (Salt Lake City, Ut)"
1795,NULL,KLV,Key-Avia
1796,BZ,KEE,Keystone Air Services Ltd.
1797,NULL,KHR,Khazar
1798,YK,KYV,Kibris Turk Hava Yollari Ltd.
1799,NULL,AXA,Kiev Aar Airlines
1800,NULL,UAK,Kiev Aviation Plant
1801,NULL,KNG,King Aviation
1802,NULL,GPA,"Kingman Aviation, Inc. D/B/A Golden  Pacific Airlines (Kingman, Az)"
1803,NULL,KAS,Kingston Air Services
1804,NULL,KTA,Kirov State Avia Enterprise
1805,NULL,KSE,Kisbee Air Ltd
1806,Y9,IRK,Kish Air
1807,2K,KHC,"Kitty Hawk Airways (Dallas-Ft. Worth, Tx)"
1808,KP,KIA,"Kiwi International Air Lines, Inc. (Newark, Nj)"
1809,NULL,KIC,Kiwi Travel Air Charters
1810,HN,KLC,Klm Cityhopper Bv
1811,NULL,KNA,Knight Air Ltd.
1812,NE,KNT,Knightair
1813,NULL,KNX,Knighthawk Air Express Ltd.
1814,NULL,KHX,"Knighthawk Express (Revere, Ma)"
1815,7K,KGL,Joint Stock Company Kogalymavia Airline
1816,NULL,KKL,Kol-Kol Airlines Ltd
1817,NULL,KLI,Kolyma-Avia
1818,NULL,KMA,Komiavia Air Enterprise
1819,KE,KAL,"Korean Air Lines Co., Ltd."
1820,6K,KRS,Korsar
1821,K6,KSM,Kosmos Airlines
1822,NULL,KOS,Kosovaair
1823,NULL,KTS,Kotlas Joint Civil Aviation Enterprise
1824,NULL,WOK,Kovar Air
1825,NULL,KIO,Kraiaero
1826,7B,KJC,Krasnojarsky Airlines
1827,K9,KRI,Krylo Airlines Ltd.
1828,NULL,KRL,Kryla
1829,NULL,NDI,"Ks Nordic Air, Denmark"
1830,GW,KIL,Kuban Airlines
1831,NULL,KUD,Kudu Air Services Limited
1832,NULL,KUS,Kursk State Air Enterprise
1833,NULL,KBV,Kustbevakningen
1834,KU,KAC,Kuwait Airways Corporation
1835,NULL,LAH,"L A Helicopter, Inc. (Los Angeles, Ca)"
1836,NULL,LEX,"L'Express, Inc. (Kenner, La)"
1837,JF,LAB,"L.A.B. Flying Service (Haines, Ak)"
1838,NULL,LTE,L.T.E. International Airways S.A.
1839,NULL,ASK,La Ronge Aviation Services Ltd
1840,WJ,LAL,Labrador Airways Ltd.
1841,UC,LDC,"Ladeco Cargo, S.A."
1842,NULL,HCA,"Lake Havasu Air Service (Lake Havasu City, Az)"
1843,NULL,LKL,"Lakeland Aviation (Rice Lake, Wi)"
1844,7Z,LBH,"Laker Airways (Bahamas) Ltd. (Fort Lauderdale, Fl)"
1845,TM,LAM,Lam - Linhas Aereas De Mocambique
1846,LR,TCR,Laneas Aereas Trans Costa Rica S.A.
1847,NULL,PAP,Langtry Flying Group Ltd
1848,NULL,LLC,Small Planet Airlines
1849,QV,LAO,Lao Aviation
1850,NULL,RLA,Lar - Liniile Aeriene Romane
1851,NULL,PDF,"Lar Transregional, Linhas Aereas Regionais, S.A."
1852,NULL,LRD,"Laredo Air (Laredo, Tx)"
1853,NULL,OTN,Lastp-Linhas Aereas De S. Tome E Principe  (Sao Tome And Principe Airlines)
1854,NULL,LTC,Latcharter
1855,NULL,LTP,Latpass
1856,NULL,LAF,Latvian Air Force
1857,PV,LTL,Latvian Airlines
1858,NG,LDA,Lauda Air
1859,NULL,LDI,Lauda Air Italy
1860,NULL,LEP,"Laughlin Express (Long Beach, Ca)"
1861,NULL,LAR,"Lawrence Aviation, Inc. (Lawrence, Ks)"
1862,NULL,POA,Le Point Air
1863,NULL,LEA,Lead Air Jet Service
1864,NULL,LPL,"Lease-A-Plane International (Northbrook, Il)"
1865,NULL,LAQ,Lebanese Air Transport
1866,NULL,LAD,"Lebanon Airport Development Corp. (West Lebanon, Nh)"
1867,NULL,LEB,Lebap
1868,NULL,LCA,"Leconte Airlines (Wrangell, Ak)"
1869,NULL,LEH,Leeds Central Helicopters
1870,NULL,LIA,Leeward Islands Air Transport (1974) Ltd.
1871,NULL,LWD,"Leisure Air (Winston-Salem, Nc)"
1872,NULL,ULE,Leisure International Airways Ltd
1873,NULL,LMR,Lemanair S.A.
1874,NULL,LAK,Lennox Airways
1875,NULL,LSB,Lensibavia
1876,NULL,LEN,"Lentini Aviation, Inc. (Pontiac, Mi)"
1877,NULL,LTX,"Leo Taxi Aereo, S.A. De C.V."
1878,NULL,LEO,Leopair S.A.
1879,QL,LAI,Lesotho Airways Corporation
1880,NULL,LEK,Let J.S.C.
1881,HE,LGW,"Lgw-Luftfahrtgesellschaft Walter Mbh, Dortmund"
1882,NULL,LWA,Liberian World Airlines Inc.
1883,NULL,LCR,Libyan Arab Company For Air Cargo
1884,GC,GCB,Lignes Nationales Aeriennes - Linacongo
1885,RT,LUX,"Lincoln Airlines, Inc. (Windsor Locks, Ct)"
1886,NULL,GDQ,"Lincoln, Ne Air National Guard (Lincoln, Ne)"
1887,NULL,SWS,"Lindquist Investment Co., Ltd. D/B/A Sunwest  Aviation (Ogden, Ut)"
1888,NULL,LSY,"Lindsay Aviation, Inc. (Cheektowaga, Ny)"
1889,NULL,LER,"Linea Aerea De Servicio Ejecutivo Regional, C.A."
1890,NULL,LCO,Linea Aerea Del Cobre Ltda. (Ladeco)
1891,NULL,LSA,Linea Aerea Nacional (Lansa)
1892,LA,LAN,Linea Aerea Nacional De Chile (Lan)
1893,NULL,TXP,Linea Aerea Taxpa Ltda.
1894,NULL,LAV,Linea Aeropostal Venezolana (Lav)
1895,NULL,FED,Linea Federal Argentina S.E.M.
1896,NULL,GRO,"Lineas Aereas Allegro, S.A. De C.V."
1897,NULL,LCN,"Lineas Aereas Canarias, Sa"
1898,NULL,LAE,Lineas Aereas Colombianas Ltda.
1899,NULL,LCM,"Lineas Aereas Comerciales, S.A. De C.V."
1900,NULL,LRC,"Lineas Aereas Costarricenses, S.A. (Lacsa)"
1901,NULL,IXT,"Lineas Aereas De Ixtlan, S.A. De C.V."
1902,LC,LIC,Lineas Aereas Del Caribe
1903,NULL,UMA,"Lineas Aereas Del Humaya, S.A. De C.V."
1904,NULL,EDR,Lineas Aereas Eldorado Ltda.
1905,NULL,IBA,Lineas Aereas Iberoamericanas
1906,NULL,LUR,"Lineas Aereas Latur, S.A. De C.V."
1907,PZ,LAP,Lineas Aereas Paraguayas
1908,NULL,APT,Lineas Aereas Petroleras S.A.
1909,MJ,LPR,Lineas Aereas Privadas Argentinas
1910,NULL,LAU,Lineas Aereas Suramericanas Ltda.
1911,XU,LAW,Link Airways Of Australia
1912,NULL,LOP,Linton-On-Ouse Ftu
1913,NULL,LIR,Lionair S.A.
1914,NULL,LEU,Lions-Air Ag
1915,NULL,LNZ,Litag Kg
1916,TE,LIL,Lithuanian Airlines
1917,NULL,LRA,Little Red Air Service
1918,LB,LLB,"Lloyd Aereo Boliviano, S.A."
1919,NULL,LOC,Locavia 49
1920,NULL,XLG,"Lockheed Air Terminal, Inc. (Tamuning, Gu)"
1921,NULL,LAC,"Lockheed Aircraft Corp. (Burbank, Ca)"
1922,NULL,XDD,Lockheed Duats
1923,NULL,LOE,"Loeser, Luftfahrtgesellschaft Mbh, Egelsbach"
1924,NULL,LOG,Loganair Ltd.
1925,NULL,LMS,Lomas Helicopters Ltd
1926,NULL,LNX,London Executive Aviation Ltd
1927,NULL,LOV,London Flight Centre (Stansted) Ltd.
1928,NULL,LNF,London Flights (Biggin Hill) Ltd
1929,AD,LSS,"Lone Star Airlines (Ft. Worth, Tx)"
1930,NULL,LOS,Lossiemouth Ftu
1931,LO,LOT,LOT-Polish Airlines
1932,NULL,LTZ,Lotos Air Ltd
1933,LT,LTS,"Ltu Lufttransport Unternehmen Sud Gmbh Co, Munchen"
1934,LT,LTU,"Ltu Lufttransportunternehmen Gmbh & Co Kg, Dusseldorf"
1935,NULL,JFC,"Ltv Jet Fleet Corp. (Dallas, Tx)"
1936,NULL,LFS,Luftfahrzeug Service - Aircraft Service
1937,FX,GEC,"Lufthansa Cargo Ag,"
1938,NULL,CLH,Lufthansa Cityline
1939,NULL,LUP,Lupenga Air Charters
1940,NULL,LUS,"Lusitanair - Transportes Aereos Comerciais, S.A."
1941,LG,LGL,Luxair - Societe Luxembourgeoise  De Navigation Aerienne S.A.
1942,5V,UKW,Lviv Airlines
1943,NULL,LCH,"Lynch Flying Service, Inc. (Billings, Mt)"
1944,NULL,LYE,Lyneham Ftu
1945,NULL,LYN,Lynton Aviation
1946,NULL,LYA,Lyon Air
1947,NULL,MNC,M.I.T. Airlines Ltd.
1948,NULL,BNA,M/S Baronair Limited
1949,9W,JAI,Jet Airways (India) Limited
1950,NULL,MAQ,"Mac Aviation, S.L."
1951,NULL,MCN,"Mac Dan Aviation Corporation (Fairfield, Nj)"
1952,RP,RPM,Macair Ltd
1953,NULL,MTD,Macknight Airlines
1954,NULL,MND,Madina
1955,DM,DAN,Maersk Air I/S
1956,NULL,MSK,Maersk Air Ltd
1957,NULL,MAE,Maersk Commuter I/S
1958,H5,MVL,Magadan Airlines
1959,NULL,MGG,Magadanaerogruz
1960,NULL,MGC,Magec Aviation Limited
1961,NULL,MNG,Magnitogorsk Air Enterprise
1962,8M,MLH,"Mahalo Air, Inc. (Honolulu, Hi)"
1963,W5,IRM,Mahan Air
1964,NULL,MZS,Mahfooz Aviation
1965,NULL,MNI,Maina Air Limited
1966,NULL,MAT,"Maine Aviation Corporation (Portland, Me)"
1967,2J,MAJ,"Majestic Airlines, Inc. (Salt Lake City, Ut)"
1968,IN,MAK,Macedonian Airlines - Mat
1969,NULL,LCL,Mala Services Ltd
1970,MH,MAS,Malaysian Airlines System
1971,MA,MAH,Malev - Hungarian Airlines
1972,NULL,HBM,Mali-Tinbouctou Air Service (Malitas)
1973,NULL,MLS,"Mall Airways, Inc. (Albany, Ny)"
1974,TF,SCW,Malmo Aviation
1975,NULL,MRG,Manag'Air
1976,RI,MDL,Mandala Airlines Pt
1977,NULL,MTO,Manitoulin Air Services Ltd.
1978,NULL,MAN,"Mannion Air Charter, Inc. (Ypsilanti, Mi)"
1979,NULL,MTS,"Mantrust Asahi Airways, Pt"
1980,JE,MXE,Manx Airlines (Europe) Ltd
1981,JK,MNX,Manx Airlines Ltd.
1982,NULL,MAD,Maple Air Services Ltd.
1983,NULL,MAR,March Helicopters Ltd.
1984,NULL,MGT,Margate Air Services
1985,NULL,FRL,Maria Elisa Gonzales Farelas
1986,BF,MRK,"Markair Inc. (Anchorage, Ak)"
1987,NULL,MCE,Marshall Of Cambridge (Engineering) Ltd.
1988,NULL,XMA,"Martin Aviation Services (Miami, Fl)"
1989,NULL,MBE,Martin-Baker Ltd.
1990,MP,MPH,Martinair Holland N.V.
1991,NULL,MRA,"Martinaire (Dallas, Tx)"
1992,NULL,MVN,Marvin Ltd
1993,NULL,TRP,"Maryland State Police (Pikesville, Md)"
2326,NULL,PKT,Pektron Limited
1994,NULL,MSE,Mas Havacilik Ve Merkezi Pazarlama Tic. A.S.
1995,NULL,MTH,"Massachusetts Institute Of Technology (Lexington, Ma)"
1996,NULL,MSY,Massey University School Of Aviation
1997,NULL,MPL,"Master Planner, Inc."
1998,NULL,MAO,Matair Ltd
1999,NULL,OWL,"Maui Airlines, Inc. (Kabului Maui, Hi)"
2000,NULL,MSF,Max Sea Food S.A. De C.V.
2001,NULL,MAX,Max-Aviation
2002,NULL,MXP,"May Air Xpress, Inc. (El Dorado, Ar)"
2003,MW,MAY,Maya Airways Ltd.
2004,NULL,MCI,"Maya Carga Internacional, S.A. De C.V."
2005,NULL,MAL,Mcalpine Aviation Ltd.
2006,NULL,MCH,Mcalpine Helicopters Ltd.
2007,NULL,DAC,"Mcdonnell Douglas Corp. (Santa Monica, Ca)"
2008,NULL,MEK,"Med-Trans Of Florida, Inc. (Tampa, Fl)"
2009,NULL,MDK,Medic Air (West Africa) Ltd
2010,NULL,MCL,Medical Aviation Services Ltd
2011,NULL,MEM,Mediterranean Air Ambulance S.L.
2012,NULL,MEJ,"Medjet International, Inc. (Birmingham, Al)"
2013,NULL,MIK,"Meerblick, S.A."
2014,NULL,JPN,Memrykord Ltd.
2015,NULL,MXX,Merchant Express Aviation
2016,NULL,MEC,"Mercury Aircourier Service (Salt Lake City, Ut)"
2017,NULL,MRD,"Meridian Air Cargo, Inc. (Meridian, Ms)"
2018,IG,ISS,Meridiana Fly S.p.A
2019,NULL,FAE,"Merlin Express, Inc. (San Antonio, Tx)"
2020,MZ,MNA,Merpati Nusantara Airlines P.T.
2021,NULL,MXR,Merrix Air Ltd
2022,YV,ASH,"Mesa Aviation Services, Inc. (Farmington, Nm)"
2023,XJ,MES,"Mesaba Aviation (Grand Rapids, Mn)"
2024,NULL,MAM,Meta Aviotransport-Macedonia
2025,NULL,MET,Meteorological Research Flight
2026,NULL,MER,"Methow Aviation, Inc. (East Wenatchee, Wa)"
2027,NULL,MEX,"Metro Express Ii, Inc. (Irving, Tx)"
2028,NULL,EME,"Metro Express, Inc. D/B/A Eastern Metro  Express (Atlanta, Ga)"
2029,NULL,MMA,"Metro Manila Airways International, Inc."
2030,NULL,MTR,"Metroflight Inc. (Houston, Tx)"
2031,GJ,MXC,"Compania Mexicargo, S.A. De C.V."
2032,NULL,MXT,"Mexico Transportes Aereos, S.A. De C.V."
2033,NULL,MGM,"Mgm Grand Air, Inc. (El Segundo, Ca)"
2034,NULL,MIV,Mi-Avia
2035,NULL,HUR,"Miami Air Charter (Miami, Fl)"
2036,NULL,BSK,"Miami Air International, Inc. (Miami, Fl)"
2037,NULL,DRE,"Michigan Airways, Inc. D/B/A Drummond Island Air  (Drummond Island, Mi)"
2038,NULL,MKV,Michkov Air Services
2039,NULL,MID,Mid Airways
2040,NULL,MPA,"Mid-Pacific Airlines, Inc. (Honolulu, Hi)"
2041,NULL,MEP,"Mid-West Express (Appleton, Wi)"
2042,NULL,MIO,"Midas Commuter Airlines, C.A."
2043,NULL,MCA,"Midcontinent Airlines, Inc. (Omaha, Ne)"
2044,ME,MEA,Middle East Airlines - Airliban
2045,NULL,MIS,"Midstate Airlines, Inc. (Marshfield, Wi)"
2046,NULL,MDW,"Midway Aviation, Inc. (Dallas, Tx)"
2047,NULL,FLA,Midway Express
2048,NULL,FAX,"Midwest Air Freighters (Kansas City, Ks)"
2049,NULL,NIT,"Midwest Aviation Corp. (Davenport, Ia)"
2050,NULL,MWT,"Midwest Aviation Division, Inc. (Marshall, Mn)"
2051,NULL,HTE,"Midwest Helicopters De Mexico, S.A. De C.V."
2052,NULL,ITL,Mikma Ltd
2053,NULL,MMH,Mikromatika Air Cargo Ltd.
2054,NULL,MAB,Millardair Limited
2055,NULL,MFS,"Miller Flying Services, Inc. (Grand Island, Ne)"
2056,OX,OXO,"Millon Air, Inc. (Miami, Fl)"
2057,NULL,MIM,Mimino
2058,NULL,NAB,Mina Airline Company
2059,NULL,MVD,Mineralny Vody Department Of Civil Aviation
2060,NULL,MAZ,Mines Air Services Zambia Limited
2061,NULL,MNL,Miniliner Srl
2062,NULL,MNS,Ministic Air
2063,NULL,WDG,Ministry Of Agriculture Fisheries And Food
2064,NULL,CSL,"Minson Aviation, Inc. D/B/A California Air  Shuttle (Oxnard, Ca)"
2065,NULL,MIR,Miramichi Air Service Ltd.
2066,NULL,MRV,Miravia Ltd
2067,NULL,MOS,Misr Overseas Airways
2068,NULL,MAF,Mission Aviation Fellowship (Maf)
2069,NULL,MRN,Missions Gouvernementales Francaises
2070,NULL,MVA,"Mississippi Valley Airways, Inc. (Lacrosse, Wi)"
2071,NULL,MSA,Mistral Air Srl
2072,NULL,MTA,"Mitchell Aero, Inc. D/B/A Gak/Mitchell  Aero, Inc. (Milwaukee, Wi)"
2073,NULL,MKA,Mk Aircargo
2074,NULL,MBO,Mobil Oil Ltd.
2075,NULL,MFZ,Mofaz Air
2076,NULL,MOW,"Mohawk Airlines (Oneonta, Ny)"
2077,NULL,MKR,Mokarrar
2078,2M,MDV,Moldavian Airlines
2079,NULL,MCR,Monacair-Agusta
2080,NULL,MNH,"Monarch Airlines (Grand Junction, Co)"
2081,ZB,MON,Monarch Airlines Ltd.
2082,NULL,MFC,Moncton Flying Club
2083,OM,MGL,Mongolian Airlines
2084,NULL,MKY,"Monky Aerotaxis, S.A."
2085,NULL,ORA,"Montauk Caribbean Airways, Inc. D/B/A Long  Island Airlines"
2086,NULL,MLU,Montlucon Air Service
2087,L2,MNT,Montserrat Airways Ltd.
2088,NULL,MGN,Morgan Aviation Services Ltd.
2089,NULL,INL,Morgan Intertrades (Nig.) Limited
2090,NULL,MSS,"Morris Air Service (Salt Lake City, Ut)"
2091,NULL,MRO,"Morrison Flying Service, Inc. (Helena, Mt)"
2092,NULL,MAV,Minoan Air
2093,M8,MSC,Moscow Airways
2094,M9,MSI,Motor Sich
2095,NM,NZM,Mount Cook Airlines
2096,NULL,MTN,"Mountain Air Cargo, Inc. (Denver, Nc)"
2097,NULL,BRR,"Mountain Air Service, Inc (Big Bear City, Ca)"
2098,NULL,MHA,"Mountain High Aviation (Walla Walla, Wa)"
2099,NULL,MPC,Mountain Pacific Air Ltd
2100,NULL,MTV,"Mountain Valley Air Service, Inc. (Vancouver, Wa)"
2101,NULL,MTM,"Mtm Aviation Gmbh, Munchen"
2102,NULL,CMJ,Mudanjiang General Aviation Co.
2103,ZR,MUK,Muk Air Taxi
2104,NULL,MUT,"Multiservicios Aeronauticos, S.A. De C.V."
2105,NULL,MNK,Murmansk Airlines
2106,NULL,MUA,"Murray Aviation, Inc. (Ypsilanti, Mi)"
2107,Q4,MAW,Mustique Airways
2108,UB,UBA,Myanma Airways
2109,NULL,MYA,Myflug H.F.
2110,NULL,DBK,N. B. Macdonald Services Ltd
2111,NULL,LTW,N.V. Luchtvaartmaatschappij Twente
2112,NULL,ANL,Nacoia Lda
2113,NULL,NDM,Nadym Airlines
2114,NULL,IRG,Naft Air Lines
2115,NULL,NAH,Nahanni Air Services Ltd.
2116,NULL,NLD,Namakwaland Lugdiens (Edms) Bpk.
2117,SW,NMB,Air Namibia (Pty) Ltd
2118,NULL,NCY,Nancy Aviation
2119,3W,CNJ,Nanjing Airlines
2120,NULL,ACK,"Nantucket Airlines (Nantucket, Ma)"
2121,NULL,NAP,"Napier Air Service, Inc. (Dothan, Al)"
2122,NULL,NSR,"National Air Charter, Pt."
2123,N4,NCN,National Airlines (Chile) S.A.
2124,NULL,NAN,"National Airlines, Inc."
2125,NULL,NLR,"National Airlines, Joint-Stock Company"
2126,NULL,YXA,National Airports Authority Of India
2127,NULL,LFI,"National Airways Corporation (Helicopters) Ltd,  South Africa"
2128,NULL,NTN,National Airways Corporation (Pty.) Ltd.
2129,NULL,GTY,National Aviation Company
2130,NULL,TNC,National Aviation Consultants Ltd.
2131,NULL,GRD,National Grid Co
2132,NULL,AND,"National Jet Service, Inc. (Indianapolis, In)"
2133,NULL,MAP,"National Oceanic & Atmospheric  Administration (Rockville, Md)"
2134,NULL,NAA,National Oceanic And Atmospheric Administration
2135,NULL,NOL,National Overseas Airlines Company
2136,N5,NAE,"Nations Air Express, Inc. D/B/A Miami Air Charter  (Miami, Fl)"
2137,NULL,NTW,Nationwide Air
2138,NULL,NAV,Nav Flight Planning
2139,NULL,NAY,"Navegacion Y Servicios Aereos Canarios, S.A."
2140,NULL,XNS,Navtech System Support Inc.
2141,NB,NBO,Nebo Aircompany Ltd.
2142,NULL,NFT,Nefteyugansk Aviation Division
2143,NULL,NLA,Neiltown Air Ltd.
2144,NULL,CGE,Nelson Aviation College
2145,D5,NEP,Nepc Airlines
2146,NULL,NET,Network Aviation Services (Nig) Ltd
2147,DF,NWC,New Acs Ltd.
2148,EJ,NEZ,"New England Air Express, Inc. D/B/A New England  Air Express (North Kingstown, Ri)"
2149,NULL,NEA,"New England Airlines, Inc. (Westerly, Ri)"
2150,HD,NYH,"New York Helicopter Corp. (Garden City, Ny)"
2151,NULL,ENZ,New Zealand Air Services Ltd
2152,8L,NAW,Newair A.S.
